"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M5"	"Pathways in clear cell renal cell carcinoma WP4018"	"Pathways in clear cell renal cell carcinoma WP4018"	"1/119"	"85/6201"	0.809558857227874	0.903478874311111	0.768565260276894	"SDS"	1
"M5"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336"	"1/119"	"86/6201"	0.813264301307319	0.903478874311111	0.768565260276894	"FZD2"	1
"M5"	"Epithelial to mesenchymal transition in colorectal cancer WP4239"	"Epithelial to mesenchymal transition in colorectal cancer WP4239"	"2/119"	"159/6201"	0.815041576687645	0.903478874311111	0.768565260276894	"CLDN14/FZD2"	2
"M5"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"1/119"	"87/6201"	0.816898242132246	0.903478874311111	0.768565260276894	"IFNG"	1
"M5"	"Insulin Signaling WP481"	"Insulin Signaling WP481"	"2/119"	"160/6201"	0.817792512680435	0.903478874311111	0.768565260276894	"SOCS1/IRS4"	2
"M5"	"EGF/EGFR Signaling Pathway WP437"	"EGF/EGFR Signaling Pathway WP437"	"2/119"	"162/6201"	0.82318581225389	0.903478874311111	0.768565260276894	"SH2D2A/SH3GL3"	2
"M5"	"Amino Acid metabolism WP3925"	"Amino Acid metabolism WP3925"	"1/119"	"91/6201"	0.830745952641969	0.903478874311111	0.768565260276894	"SDS"	1
"M5"	"ErbB Signaling Pathway WP673"	"ErbB Signaling Pathway WP673"	"1/119"	"91/6201"	0.830745952641969	0.903478874311111	0.768565260276894	"CAMK2B"	1
"M5"	"TNF alpha Signaling Pathway WP231"	"TNF alpha Signaling Pathway WP231"	"1/119"	"92/6201"	0.834042389898206	0.903478874311111	0.768565260276894	"CCL2"	1
"M5"	"VEGFA-VEGFR2 Signaling Pathway WP3888"	"VEGFA-VEGFR2 Signaling Pathway WP3888"	"3/119"	"236/6201"	0.837712534096844	0.903478874311111	0.768565260276894	"CCL2/SH2D2A/SLC8A1"	3
"M5"	"LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258"	"LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258"	"1/119"	"94/6201"	0.840445464475452	0.903478874311111	0.768565260276894	"FZD2"	1
"M5"	"Wnt Signaling Pathway and Pluripotency WP399"	"Wnt Signaling Pathway and Pluripotency WP399"	"1/119"	"102/6201"	0.86369853509643	0.921994502076827	0.784316008498647	"FZD2"	1
"M5"	"Senescence and Autophagy in Cancer WP615"	"Senescence and Autophagy in Cancer WP615"	"1/119"	"105/6201"	0.871523433067567	0.921994502076827	0.784316008498647	"IFNG"	1
"M5"	"Ras Signaling WP4223"	"Ras Signaling WP4223"	"2/119"	"184/6201"	0.873750603712342	0.921994502076827	0.784316008498647	"FASLG/PLA2G2D"	2
"M5"	"DNA Damage Response (only ATM dependent) WP710"	"DNA Damage Response (only ATM dependent) WP710"	"1/119"	"110/6201"	0.883587070179854	0.92668887848131	0.788309388671372	"FASLG"	1
"M5"	"ESC Pluripotency Pathways WP3931"	"ESC Pluripotency Pathways WP3931"	"1/119"	"116/6201"	0.896588915597118	0.934626021107298	0.795061303145131	"FZD2"	1
"M5"	"Hippo-Merlin Signaling Dysregulation WP4541"	"Hippo-Merlin Signaling Dysregulation WP4541"	"1/119"	"120/6201"	0.904445924882139	0.937136741444144	0.797197105634859	"CXCL10"	1
"M5"	"Angiopoietin Like Protein 8 Regulatory Pathway WP3915"	"Angiopoietin Like Protein 8 Regulatory Pathway WP3915"	"1/119"	"132/6201"	0.924636921549796	0.952320661715958	0.810113659599254	"IRS4"	1
"M5"	"Integrated Breast Cancer Pathway WP1984"	"Integrated Breast Cancer Pathway WP1984"	"1/119"	"151/6201"	0.948297668257451	0.964803846259787	0.820732770074115	"JAKMIP1"	1
"M5"	"Breast cancer pathway WP4262"	"Breast cancer pathway WP4262"	"1/119"	"154/6201"	0.951289402586265	0.964803846259787	0.820732770074115	"FZD2"	1
"M5"	"MAPK Signaling Pathway WP382"	"MAPK Signaling Pathway WP382"	"2/119"	"246/6201"	0.953585196884673	0.964803846259787	0.820732770074115	"CACNA1I/FASLG"	2
"M5"	"Metapathway biotransformation Phase I and II WP702"	"Metapathway biotransformation Phase I and II WP702"	"1/119"	"183/6201"	0.972665268326709	0.978353369311076	0.832258986133657	"CYP21A2"	1
"M5"	"Ciliary landscape WP4352"	"Ciliary landscape WP4352"	"1/119"	"216/6201"	0.985884106635558	0.985884106635558	0.838665182511277	"RAB3IL1"	1
"M6"	"Vitamin D Receptor Pathway WP2877"	"Vitamin D Receptor Pathway WP2877"	"5/20"	"182/6201"	0.000223262477185071	0.0116096488136237	0.00940052535516087	"CASP14/LCE2B/ADAMTS5/LCE1F/LCE1D"	5
"M6"	"Biogenic Amine Synthesis WP550"	"Biogenic Amine Synthesis WP550"	"2/20"	"15/6201"	0.00101201685576594	0.0263124382499145	0.0213056180161251	"PAH/TH"	2
"M6"	"Dopaminergic Neurogenesis WP2855"	"Dopaminergic Neurogenesis WP2855"	"2/20"	"30/6201"	0.00407282856239887	0.0705956950815804	0.0571625061389315	"FGF8/TH"	2
"M6"	"Striated Muscle Contraction Pathway WP383"	"Striated Muscle Contraction Pathway WP383"	"2/20"	"38/6201"	0.00648121610068954	0.084255809308964	0.0682233273756793	"ACTN3/ACTA1"	2
"M6"	"Endochondral Ossification WP474"	"Endochondral Ossification WP474"	"2/20"	"64/6201"	0.0176785475205219	0.178754484246872	0.14474047307439	"IGF2/ADAMTS5"	2
"M6"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"2/20"	"87/6201"	0.0313885491702494	0.178754484246872	0.14474047307439	"CASP14/GSDMA"	2
"M6"	"Liver X Receptor Pathway WP2874"	"Liver X Receptor Pathway WP2874"	"1/20"	"10/6201"	0.0318115125777348	0.178754484246872	0.14474047307439	"ABCG8"	1
"M6"	"Gene regulatory network modelling somitogenesis  WP2854"	"Gene regulatory network modelling somitogenesis  WP2854"	"1/20"	"11/6201"	0.0349392414984977	0.178754484246872	0.14474047307439	"FGF8"	1
"M6"	"Bile Acids synthesis and enterohepatic circulation  WP4389"	"Bile Acids synthesis and enterohepatic circulation  WP4389"	"1/20"	"12/6201"	0.0380573699589225	0.178754484246872	0.14474047307439	"ABCG8"	1
"M6"	"Cell Differentiation - Index WP2029"	"Cell Differentiation - Index WP2029"	"1/20"	"13/6201"	0.0411659258808522	0.178754484246872	0.14474047307439	"TLX2"	1
"M6"	"Dopamine metabolism WP2436"	"Dopamine metabolism WP2436"	"1/20"	"13/6201"	0.0411659258808522	0.178754484246872	0.14474047307439	"TH"	1
"M6"	"Neural Crest Differentiation WP2064"	"Neural Crest Differentiation WP2064"	"2/20"	"101/6201"	0.0412510348262011	0.178754484246872	0.14474047307439	"FGF8/TLX2"	2
"M6"	"Cell Differentiation - Index expanded WP2023"	"Cell Differentiation - Index expanded WP2023"	"1/20"	"19/6201"	0.0596177920869327	0.238471168347731	0.193094063439458	"TLX2"	1
"M6"	"Nicotine Activity on Dopaminergic Neurons WP1602"	"Nicotine Activity on Dopaminergic Neurons WP1602"	"1/20"	"21/6201"	0.0656930872692766	0.244002895571599	0.197573194794817	"TH"	1
"M6"	"Eicosanoid Synthesis WP167"	"Eicosanoid Synthesis WP167"	"1/20"	"27/6201"	0.0836960471336098	0.255960344122916	0.207255339370782	"PNPLA3"	1
"M6"	"Statin Pathway WP430"	"Statin Pathway WP430"	"1/20"	"29/6201"	0.0896234445922879	0.255960344122916	0.207255339370782	"ABCG8"	1
"M6"	"Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706"	"Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706"	"2/20"	"158/6201"	0.0908919399914707	0.255960344122916	0.207255339370782	"PAH/TH"	2
"M6"	"Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850"	"Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850"	"1/20"	"31/6201"	0.0955144042050281	0.255960344122916	0.207255339370782	"TRIM63"	1
"M6"	"Initiation of transcription and translation elongation at the HIV-1 LTR WP3414"	"Initiation of transcription and translation elongation at the HIV-1 LTR WP3414"	"1/20"	"32/6201"	0.0984462862011216	0.255960344122916	0.207255339370782	"PPP3R2"	1
"M6"	"Monoamine Transport WP727"	"Monoamine Transport WP727"	"1/20"	"32/6201"	0.0984462862011216	0.255960344122916	0.207255339370782	"TH"	1
"M6"	"Parkinsons Disease Pathway WP2371"	"Parkinsons Disease Pathway WP2371"	"1/20"	"38/6201"	0.11584886902124	0.258468819916856	0.209286493859802	"TH"	1
"M6"	"Sleep regulation WP3591"	"Sleep regulation WP3591"	"1/20"	"38/6201"	0.11584886902124	0.258468819916856	0.209286493859802	"TH"	1
"M6"	"Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation WP314"	"Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation WP314"	"1/20"	"42/6201"	0.127272783138106	0.258468819916856	0.209286493859802	"ACTA1"	1
"M6"	"TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway WP2036"	"TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway WP2036"	"1/20"	"42/6201"	0.127272783138106	0.258468819916856	0.209286493859802	"TRIM63"	1
"M6"	"Vitamin A and Carotenoid Metabolism WP716"	"Vitamin A and Carotenoid Metabolism WP716"	"1/20"	"43/6201"	0.130106773126292	0.258468819916856	0.209286493859802	"ABCG8"	1
"M6"	"Heart Development WP1591"	"Heart Development WP1591"	"1/20"	"44/6201"	0.132932019072618	0.258468819916856	0.209286493859802	"FGF8"	1
"M6"	"Energy Metabolism WP1541"	"Energy Metabolism WP1541"	"1/20"	"47/6201"	0.141355547939861	0.258468819916856	0.209286493859802	"PPP3R2"	1
"M6"	"Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534"	"Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534"	"1/20"	"47/6201"	0.141355547939861	0.258468819916856	0.209286493859802	"ACTA1"	1
"M6"	"Differentiation Pathway WP2848"	"Differentiation Pathway WP2848"	"1/20"	"48/6201"	0.144146072645939	0.258468819916856	0.209286493859802	"FGF8"	1
"M6"	"Cardiac Progenitor Differentiation WP2406"	"Cardiac Progenitor Differentiation WP2406"	"1/20"	"53/6201"	0.157969945426007	0.273814572071746	0.221712204106677	"IGF2"	1
"M6"	"MECP2 and Associated Rett Syndrome WP3584"	"MECP2 and Associated Rett Syndrome WP3584"	"1/20"	"62/6201"	0.182320017822081	0.294857793803383	0.238751250043226	"IGF2"	1
"M6"	"Genotoxicity pathway WP4286"	"Genotoxicity pathway WP4286"	"1/20"	"63/6201"	0.184983904390506	0.294857793803383	0.238751250043226	"LCE1E"	1
"M6"	"MAPK Signaling Pathway WP382"	"MAPK Signaling Pathway WP382"	"2/20"	"246/6201"	0.187121292221378	0.294857793803383	0.238751250043226	"PPP3R2/FGF8"	2
"M6"	"Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680"	"Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680"	"1/20"	"66/6201"	0.192926184872489	0.295063576863807	0.238917876003083	"ACTA1"	1
"M6"	"Arrhythmogenic Right Ventricular Cardiomyopathy WP2118"	"Arrhythmogenic Right Ventricular Cardiomyopathy WP2118"	"1/20"	"74/6201"	0.213747709578254	0.31756802565912	0.257140101748275	"ACTN3"	1
"M6"	"Alzheimers Disease WP2059"	"Alzheimers Disease WP2059"	"1/20"	"83/6201"	0.236561748777074	0.335972647350818	0.27204262943386	"PPP3R2"	1
"M6"	"Apoptosis WP254"	"Apoptosis WP254"	"1/20"	"84/6201"	0.239057460615005	0.335972647350818	0.27204262943386	"IGF2"	1
"M6"	"Amino Acid metabolism WP3925"	"Amino Acid metabolism WP3925"	"1/20"	"91/6201"	0.256311662774063	0.350742275375034	0.284001842408934	"TH"	1
"M6"	"PI3K-Akt Signaling Pathway WP4172"	"PI3K-Akt Signaling Pathway WP4172"	"2/20"	"340/6201"	0.300672792288887	0.399447694276738	0.32343942856416	"IGF2/FGF8"	2
"M6"	"Wnt Signaling WP428"	"Wnt Signaling WP428"	"1/20"	"115/6201"	0.312690485943396	0.399447694276738	0.32343942856416	"PPP3R2"	1
"M6"	"ESC Pluripotency Pathways WP3931"	"ESC Pluripotency Pathways WP3931"	"1/20"	"116/6201"	0.314949143564351	0.399447694276738	0.32343942856416	"FGF8"	1
"M6"	"Adipogenesis WP236"	"Adipogenesis WP236"	"1/20"	"130/6201"	0.345839251820463	0.423428230730845	0.342856866988539	"PNPLA3"	1
"M6"	"Angiopoietin Like Protein 8 Regulatory Pathway WP3915"	"Angiopoietin Like Protein 8 Regulatory Pathway WP3915"	"1/20"	"132/6201"	0.350142575412045	0.423428230730845	0.342856866988539	"ABCG8"	1
"M6"	"Mesodermal Commitment Pathway WP2857"	"Mesodermal Commitment Pathway WP2857"	"1/20"	"147/6201"	0.381570913219391	0.433039779510045	0.350639497578984	"FGF8"	1
"M6"	"Calcium Regulation in the Cardiac Cell WP536"	"Calcium Regulation in the Cardiac Cell WP536"	"1/20"	"149/6201"	0.385650586037871	0.433039779510045	0.350639497578984	"SLC8A3"	1
"M6"	"Regulation of Actin Cytoskeleton WP51"	"Regulation of Actin Cytoskeleton WP51"	"1/20"	"150/6201"	0.387680822039067	0.433039779510045	0.350639497578984	"FGF8"	1
"M6"	"Breast cancer pathway WP4262"	"Breast cancer pathway WP4262"	"1/20"	"154/6201"	0.395738206503039	0.433039779510045	0.350639497578984	"FGF8"	1
"M6"	"Myometrial Relaxation and Contraction Pathways WP289"	"Myometrial Relaxation and Contraction Pathways WP289"	"1/20"	"156/6201"	0.399729027240042	0.433039779510045	0.350639497578984	"ACTA1"	1
"M6"	"Circadian rhythm related genes WP3594"	"Circadian rhythm related genes WP3594"	"1/20"	"201/6201"	0.483174839914726	0.512756972970729	0.415187832364963	"TH"	1
"M6"	"GPCRs, Class A Rhodopsin-like WP455"	"GPCRs, Class A Rhodopsin-like WP455"	"1/20"	"257/6201"	0.571683499989716	0.594550839989304	0.481417684201866	"NMUR2"	1
"M6"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"1/20"	"303/6201"	0.633414194288029	0.645834080450539	0.522942575263595	"FGF8"	1
"M6"	"Nuclear Receptors Meta-Pathway WP2882"	"Nuclear Receptors Meta-Pathway WP2882"	"1/20"	"319/6201"	0.652829717020295	0.652829717020295	0.528607058316028	"ABCG8"	1
"M7"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"4/19"	"87/6201"	0.000119303946559687	0.00345981445023093	0.00345981445023093	"KLK5/KLK14/DSG1/SPINK6"	4
"M7"	"TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859"	"TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859"	"1/19"	"18/6201"	0.0538110908777688	0.334070714702755	0.334070714702755	"CDH16"	1
"M7"	"Serotonin Receptor 4/6/7 and NR3C Signaling WP734"	"Serotonin Receptor 4/6/7 and NR3C Signaling WP734"	"1/19"	"19/6201"	0.0567186744574747	0.334070714702755	0.334070714702755	"HTR4"	1
"M7"	"BMP Signaling Pathway in Eyelid Development WP3927"	"BMP Signaling Pathway in Eyelid Development WP3927"	"1/19"	"20/6201"	0.0596177920869323	0.334070714702755	0.334070714702755	"PITX2"	1
"M7"	"Regulation of Apoptosis by Parathyroid Hormone-related Protein WP3872"	"Regulation of Apoptosis by Parathyroid Hormone-related Protein WP3872"	"1/19"	"22/6201"	0.0653907225725997	0.334070714702755	0.334070714702755	"BCL2L10"	1
"M7"	"Differentiation of white and brown adipocyte    WP2895"	"Differentiation of white and brown adipocyte    WP2895"	"1/19"	"25/6201"	0.0739872038292239	0.334070714702755	0.334070714702755	"CIDEA"	1
"M7"	"Monoamine GPCRs WP58"	"Monoamine GPCRs WP58"	"1/19"	"33/6201"	0.0965464323707784	0.334070714702755	0.334070714702755	"HTR4"	1
"M7"	"Metapathway biotransformation Phase I and II WP702"	"Metapathway biotransformation Phase I and II WP702"	"2/19"	"183/6201"	0.106749431970347	0.334070714702755	0.334070714702755	"CYP4F22/AKR1D1"	2
"M7"	"Amyotrophic lateral sclerosis (ALS) WP2447"	"Amyotrophic lateral sclerosis (ALS) WP2447"	"1/19"	"38/6201"	0.110380486375212	0.334070714702755	0.334070714702755	"NEFM"	1
"M7"	"Nucleotide-binding Oligomerization Domain (NOD) pathway WP1433"	"Nucleotide-binding Oligomerization Domain (NOD) pathway WP1433"	"1/19"	"41/6201"	0.118584335632086	0.334070714702755	0.334070714702755	"NLRP10"	1
"M7"	"Heart Development WP1591"	"Heart Development WP1591"	"1/19"	"44/6201"	0.1267164779907	0.334070714702755	0.334070714702755	"PITX2"	1
"M7"	"Oxidation by Cytochrome P450 WP43"	"Oxidation by Cytochrome P450 WP43"	"1/19"	"61/6201"	0.171472484367043	0.386825248242753	0.386825248242753	"CYP4F22"	1
"M7"	"Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680"	"Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680"	"1/19"	"66/6201"	0.184216755212839	0.386825248242753	0.386825248242753	"NEFM"	1
"M7"	"PPAR signaling pathway WP3942"	"PPAR signaling pathway WP3942"	"1/19"	"67/6201"	0.186743223289605	0.386825248242753	0.386825248242753	"UCP1"	1
"M7"	"Apoptosis Modulation and Signaling WP1772"	"Apoptosis Modulation and Signaling WP1772"	"1/19"	"91/6201"	0.245200902851627	0.433740993634131	0.433740993634131	"BCL2L10"	1
"M7"	"Corticotropin-releasing hormone signaling pathway WP2355"	"Corticotropin-releasing hormone signaling pathway WP2355"	"1/19"	"93/6201"	0.249888318529523	0.433740993634131	0.433740993634131	"KRT1"	1
"M7"	"Pathways Regulating Hippo Signaling WP4540"	"Pathways Regulating Hippo Signaling WP4540"	"1/19"	"98/6201"	0.261486502122043	0.433740993634131	0.433740993634131	"CDH16"	1
"M7"	"Electron Transport Chain (OXPHOS system in mitochondria) WP111"	"Electron Transport Chain (OXPHOS system in mitochondria) WP111"	"1/19"	"103/6201"	0.272914655163902	0.433740993634131	0.433740993634131	"UCP1"	1
"M7"	"Thermogenesis WP4321"	"Thermogenesis WP4321"	"1/19"	"108/6201"	0.284175133760293	0.433740993634131	0.433740993634131	"UCP1"	1
"M7"	"Hippo-Merlin Signaling Dysregulation WP4541"	"Hippo-Merlin Signaling Dysregulation WP4541"	"1/19"	"120/6201"	0.310530022003503	0.45026853190508	0.45026853190508	"CDH16"	1
"M7"	"Adipogenesis WP236"	"Adipogenesis WP236"	"1/19"	"130/6201"	0.331787550355932	0.458182807634382	0.458182807634382	"UCP1"	1
"M7"	"NRF2 pathway WP2884"	"NRF2 pathway WP2884"	"1/19"	"146/6201"	0.364513176103208	0.462117864487201	0.462117864487201	"EPHA3"	1
"M7"	"Mesodermal Commitment Pathway WP2857"	"Mesodermal Commitment Pathway WP2857"	"1/19"	"147/6201"	0.366507271834676	0.462117864487201	0.462117864487201	"PITX2"	1
"M7"	"Epithelial to mesenchymal transition in colorectal cancer WP4239"	"Epithelial to mesenchymal transition in colorectal cancer WP4239"	"1/19"	"159/6201"	0.389978695321384	0.471224256846672	0.471224256846672	"CLDN17"	1
"M7"	"Ras Signaling WP4223"	"Ras Signaling WP4223"	"1/19"	"184/6201"	0.436258055251793	0.50605934409208	0.50605934409208	"PLA2G4D"	1
"M7"	"Ciliary landscape WP4352"	"Ciliary landscape WP4352"	"1/19"	"216/6201"	0.490653948361857	0.547267865480533	0.547267865480533	"NEFM"	1
"M7"	"MAPK Signaling Pathway WP382"	"MAPK Signaling Pathway WP382"	"1/19"	"246/6201"	0.537102416038371	0.572858797535601	0.572858797535601	"PLA2G4D"	1
"M7"	"GPCRs, Class A Rhodopsin-like WP455"	"GPCRs, Class A Rhodopsin-like WP455"	"1/19"	"257/6201"	0.553105045896442	0.572858797535601	0.572858797535601	"HTR4"	1
"M7"	"Nuclear Receptors Meta-Pathway WP2882"	"Nuclear Receptors Meta-Pathway WP2882"	"1/19"	"319/6201"	0.633940527139597	0.633940527139597	0.633940527139597	"EPHA3"	1
"Not.Correlated"	"Integrin-mediated Cell Adhesion WP185"	"Integrin-mediated Cell Adhesion WP185"	"2/4"	"101/6201"	0.00154286378217679	0.0293144118613591	0.0194888056696016	"MYLK2/BUB1B-PAK6"	2
"Not.Correlated"	"Focal Adhesion WP306"	"Focal Adhesion WP306"	"2/4"	"198/6201"	0.00583376432601027	0.0554207610970976	0.0368448273221701	"MYLK2/BUB1B-PAK6"	2
"Not.Correlated"	"Zinc homeostasis WP3529"	"Zinc homeostasis WP3529"	"1/4"	"36/6201"	0.0230261405905692	0.105262497575019	0.069980607806107	"MT1H"	1
"Not.Correlated"	"Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534"	"Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534"	"1/4"	"47/6201"	0.0299819141150847	0.105262497575019	0.069980607806107	"BUB1B-PAK6"	1
"Not.Correlated"	"Copper homeostasis WP3286"	"Copper homeostasis WP3286"	"1/4"	"52/6201"	0.0331313209908541	0.105262497575019	0.069980607806107	"MT1H"	1
"Not.Correlated"	"MET in type 1 papillary renal cell carcinoma WP4205"	"MET in type 1 papillary renal cell carcinoma WP4205"	"1/4"	"59/6201"	0.0375275990161649	0.105262497575019	0.069980607806107	"BUB1B-PAK6"	1
"Not.Correlated"	"Prader-Willi and Angelman Syndrome WP3998"	"Prader-Willi and Angelman Syndrome WP3998"	"1/4"	"61/6201"	0.0387809201592176	0.105262497575019	0.069980607806107	"NGF"	1
"Not.Correlated"	"Pancreatic adenocarcinoma pathway WP4263"	"Pancreatic adenocarcinoma pathway WP4263"	"1/4"	"89/6201"	0.0561992121023538	0.109125075422005	0.0725485265963471	"BUB1B-PAK6"	1
"Not.Correlated"	"Androgen receptor signaling pathway WP138"	"Androgen receptor signaling pathway WP138"	"1/4"	"90/6201"	0.0568168827750618	0.109125075422005	0.0725485265963471	"BUB1B-PAK6"	1
"Not.Correlated"	"ErbB Signaling Pathway WP673"	"ErbB Signaling Pathway WP673"	"1/4"	"91/6201"	0.0574342502221081	0.109125075422005	0.0725485265963471	"BUB1B-PAK6"	1
"Not.Correlated"	"Hippo-Merlin Signaling Dysregulation WP4541"	"Hippo-Merlin Signaling Dysregulation WP4541"	"1/4"	"120/6201"	0.0752064486660554	0.124275589456518	0.0826208904974079	"BUB1B-PAK6"	1
